Title ID	Region	Name	PKG direct link
PCSF00021	EU	LittleBigPlanet™ PS Vita	http://ares.dl.playstation.net/cdn/EP9000/PCSF00021_00/RAYSIGKiXCIiIrFkGSpaFUHwGjAIsMVaurmiIdIFwPeECSwzuToLRNlDItyfyCYK.pkg
PCSG00550	JP	Omega Labyrinth	http://zeus.dl.playstation.net/cdn/JP0367/PCSG00550_00/JP0367-PCSG00550_00-0000000000000001_bg_1_f7b4e92f8cd0bd4cb61ee16093f8893952dead1f.pkg
PCSB00106	EU	Mortal Kombat (Vita)	http://zeus.dl.playstation.net/cdn/EP1018/PCSB00106_00/oICdKQWfOWNqexqChCNPCFAFCcMedjeHMvMyTfjvKWYAJZctLvjwDfKLwBnmPIDp.pkg?country=za
PCSE00890	US	10 Second Ninja X	http://zeus.dl.playstation.net/cdn/UP4395/PCSE00890_00/UP4395-PCSE00890_00-10SECNINJAVITAUS_bg_1_97017d2fc8def61a2dbca9151ae7091b31242bf1.pkg
PCSE00501	US	A Virus Named TOM	http://zeus.dl.playstation.net/cdn/UP2137/PCSE00501_00/UP2137-PCSE00501_00-AVNTGAMEBYMISFIT_bg_1_08dad5a59771dd86a6116bbf7d16802325ae82ab.pkg
PCSE00695	US	Actual Sunlight	http://zeus.dl.playstation.net/cdn/UP0763/PCSE00695_00/UP0763-PCSE00695_00-1234567812345678_bg_1_e91a6b823e8f38c705db38576c74f48c00b3f412.pkg
PCSF00570	EU	Borderlands 2	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00570_00/ymeXVYERQBVzUriXDABJwdunFwNrqfJAvNXSvNPWgPbyYZoFwGHqZnXqjhzatLAe.pkg
PCSE00383	US	Borderlands 2	http://zeus.dl.playstation.net/cdn/UP9012/PCSE00383_00/URJJOXqhezLMkDMCeaiFAOxJtJKNlIRqXxPceHUAJgDHYWUMlZyynbMdfqtdtpDZ.pkg
PCSB00213	EU	Call of Duty Black Ops: Declassified	http://zeus.dl.playstation.net/cdn/EP0002/PCSB00213_00/VtOyqhMkfJIlPNEPFmtoGhTpTPxLTHIzcqWkbXOMlXaLOqGeksitlBBpMDQQfdBr.pkg
PCSF00033	EU	Cliff Diving	http://ares.dl.playstation.net/cdn/EP9000/PCSF00033_00/IAuMWpYjIYOKyHgdULeCJhARbrCXhofHowxjAokmLUNUPQcuTuapYYVCExrZqcdw.pkg
PCSF00062	EU	Table Football	http://ares.dl.playstation.net/cdn/EP9000/PCSF00062_00/WyKHFFkPfttnukLzzpdKAwSZsthpoxltwwZjBDniAfURsOTFjXNYCKMluhYfIuEZ.pkg
PCSB00254	EU	Star Wars Pinball	http://ares.dl.playstation.net/cdn/EP4042/PCSB00254_00/MWYWYBihBGhwUJGYJafQpOuvLyZsMvxApkXVkEIZUscQDhjkxYCAZbJMYOEYSZAf.pkg
PCSF00210	EU	Imaginstruments™	http://ares.dl.playstation.net/cdn/EP9000/PCSF00210_00/RkUKrdsicdLEyAthyRNCUoKXcQVSGdRFhSAiZgMthvdeyphXYPCESoNsrvLEWyyN.pkg
PCSB00336	EU	LIMBO	http://ares.dl.playstation.net/cdn/EP2054/PCSB00336_00/PmhbfKMLqUqpOjDxelaxzibMaZfAyMmFBriIdokpiNMqTaBttArJSykXXqmXEguU.pkg
PCSF00035	EU	Fireworks	http://ares.dl.playstation.net/cdn/EP9000/PCSF00035_00/yxXBjYKIlqbezLFXdFBUdiTgULqfZlMRzCNKMvmvimXTSucPHAgkhHngOHApUMgt.pkg
PCSE00268	US	LIMBO	http://ares.dl.playstation.net/cdn/UP2054/PCSE00268_00/trgIstMxIlcUYLFmvhCwRbYgOHEpdPZCwxGVudRJzuXBZnEZUdJLexACJnsfbiDy.pkg
PCSA00009	US	Hot Shots Golf: World Invitational	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00009_00/CiUACAwRsEVybrCgexyCyyAapxJUEBouIiBqlkxrNOfrreqvhPWuIblhAfYnICzzuYrKfjyekgHYKqtfPgVFQcKgdbrczakrTmJYs.pkg
PCSE00053	US	Assassin's Creed III: Liberation	http://zeus.dl.playstation.net/cdn/UP0001/PCSE00053_00/QeXFmnmeDtGgGDMCxQEjLdpSArQkhFNVySoriQDvdzDlqdXCGZBijtDskpwAlarE.pkg
PCSA00080	US	Jak and Daxter Collection	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00080_00/BxwBUWJDsRDOTHBvDbTAEVsoEXQzBdjHgnMIGVBIfvpUCNWeNHCcyhrHBQDIwTnQSbWDJBqImUCUFiGLCsYNVYjXgFiomTAcLkbUE.pkg 
PCSA00127	US	Malicous Rebirth	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00127_00/lSVyQpOPIDeZFOfCqVTTflmpcePRmmHbvvqBbZKLSadIhpjCxRYAGnARByHrxcPw.pkg 
PCSA00149	US	MonsterBag	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00149_00/UP9000-PCSA00149_00-MONSTERBAG000000_bg_1_8423589a5a2bd4d537888fa257280aec2616f3d1.pkg 
PCSA00155	US	Oreshika Tainted Bloodlines	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00155_00/UP9000-PCSA00155_00-ORESHIKA2EUUS000_bg_1_61dd0e7f14cdbab07d8c185591a62e4d5743dd3e.pkg 
PCSE00004	US	Ultimate Marvel vs. Capcom 3	http://zeus.dl.playstation.net/cdn/UP0102/PCSE00004_00/xMXMPjsCDJpCGfhrJMoVuteVNdzkXCAumkJDtJdjNLsXefnTEgWAokAvcdhtSiMOxuGptJfDeJFhfodrZQaGKKnIqKQeaUiLEznal.pkg 
PCSE00016	US	Touch my Katamari	http://zeus.dl.playstation.net/cdn/UP0700/PCSE00016_00/GZyxHexCBXbnjcCMuEaybgXSpslJWSJxetXAbOVRdNznRtEdSUncHvQvFJAkiAUfbwYbAYPHlEHEcwdardrDmzUZeyHIXcXxuipXc.pkg
PCSE00066	US	New Little King's Story	http://zeus.dl.playstation.net/cdn/UP0101/PCSE00066_00/EdJqmujbMmZLZVdfunexcFTnYalOcWBSsjAbZDtXZFmwQPBmdsMqGTKgOiUNyfLk.pkg
PCSE00249	US	Hotline Miami	http://zeus.dl.playstation.net/cdn/UP3643/PCSE00249_00/vCQXVKouRZJZhrSusPvJXPRmiqUZQowdDcIOIugNGfSNNsSKkYtvkBFALXeWaDzM.pkg
PCSE00373	US	Monster Monpiece	http://zeus.dl.playstation.net/cdn/UP0031/PCSE00373_00/uDPNazUOErIoSMuoXqfIrNdQnRkxDYNCgVpYNRvdyYtVgtvycWgtitxcElcYsBDh.pkg
PCSE00450	US	Don't Starve: Giant Edition	http://zeus.dl.playstation.net/cdn/UP2107/PCSE00450_00/hNgZxfWWtQCavVsavigBVjAiGEonMiuOafsWneFzMAoAgNQeMmfIlKLSEnTsKxMH.pkg
PCSE00467	US	Toukiden: Kiwami	http://zeus.dl.playstation.net/cdn/UP4108/PCSE00467_00/UP4108-PCSE00467_00-PKGTOUKIDEN00000_bg_1_f3b5ff06954836360132411e9f2724a882d65117.pkg
PCSE00491	US	Minecraft: PlayStation Vita Edition	http://ares.dl.playstation.net/cdn/UP4433/PCSE00491_00/uIgiwZciOGwMEffpjDebxvpBmbBAwYUSGaUDcyUThuccIOQPhNhfIyFWDrUTSBhG.pkg
PCSE00639	US	Dengeki Bunko: Fighting Climax	http://zeus.dl.playstation.net/cdn/UP0177/PCSE00639_00/UP0177-PCSE00639_00-FIGHTINGCLIMAX00_bg_1_f1af3b10f32ccfe1305ea99e9572d8872d6e1095.pkg
PCSE00640	US	Shovel Knight	http://zeus.dl.playstation.net/cdn/UP2200/PCSE00640_00/UP2200-PCSE00640_00-SHOVELKNIGHT0001_bg_2_aa870b69e3a54ca3e468a77ff179a9c364725083.pkg
PCSE00692	US	Danganronpa Another Episode: Ultra Despair Girls	http://zeus.dl.playstation.net/cdn/UP1063/PCSE00692_00/UP1063-PCSE00692_00-DESPAIRGIRLSNA01_bg_2_1a57996cdc41f9caf527b931907cce413b48baa6.pkg
PCSE00743	US	Deception IV: The Nightmare Princess	http://zeus.dl.playstation.net/cdn/UP4108/PCSE00743_00/UP4108-PCSE00743_00-DECEPTIONNP00000_bg_1_cf6368b325e50c7038a7096df1cf22d72ae7c6ac.pkg
PCSE00747	US	TowerFall Ascension	http://zeus.dl.playstation.net/cdn/UP2120/PCSE00747_00/UP2120-PCSE00747_00-TOWERFALLVITA000_bg_1_afaeb06f5d5a81c1a74b7e944e5a8aa2353f6a37.pkg
PCSE00755	US	Digimon Story Cyber Sleuth	http://zeus.dl.playstation.net/cdn/UP0700/PCSE00755_00/UP0700-PCSE00755_00-DSCYBERSLEUTH001_bg_1_78f24d1690be6fa91bed5fd553336d40b2e8e76f.pkg
PCSE00789	US	God Eater 2: Rage Burst	http://zeus.dl.playstation.net/cdn/UP0700/PCSE00789_00/UP0700-PCSE00789_00-DOWNLOADABLEGAME_bg_1_27229843f0e7ad6824005fb21de94803f7416b6c.pkg
PCSE00801	US	God Eater Resurrection	http://zeus.dl.playstation.net/cdn/UP0700/PCSE00801_00/UP0700-PCSE00801_00-DOWNLOADABLEGAME_bg_1_3f24a8e7dbf2b1b351b08b4b212ec8b3de3e280c.pkg
PCSE00813	US	Trillion: God of Destruction	MISSING
PCSE00844	US	Aegis of Earth: Protonovus Assault	http://zeus.dl.playstation.net/cdn/UP1024/PCSE00844_00/UP1024-PCSE00844_00-ACQUIRESTIIM0001_bg_1_1e864d212385e6232e2e25f5153fc0836f69bb5f.pkg
PCSE00916	US	Criminal Girls 2: Party Favors	MISSING
PCSB00395	EU	Final Fantasy X HD Remaster	http://zeus.dl.playstation.net/cdn/EP0082/PCSB00395_00/TDLwXWfdEmMHXGMVeGZjFSlavGzYUvwhpXAbonKvvqmGktMRFylVWcGAwqNZKFSb.pkg
PCSB00136	EU	Jet Set Radio	http://zeus.dl.playstation.net/cdn/EP0177/PCSB00136_00/ZyPkPUAyHNSJINZTCXHIrVMyaHLwCaGqLeNgsusYygJfUIhaLqhhnoGKaCBQAejj.pkg
PCSB00240	EU	Flying Hamster HD	http://zeus.dl.playstation.net/cdn/EP4178/PCSB00240_00/fPSmooIqifvLuczeeZDGcxACIMsHhblXVHVvStodlHXwRTRHQmXZQRCSCEuYZLLJ.pkg
PCSB00244	EU	Jetpack Joyride	http://zeus.dl.playstation.net/cdn/EP4249/PCSB00244_00/EqUEeVMYQeTjhzANjmShJLydqgLbtVpJpGxhtalMEObUvPgJgdMFREclMnMAETif.pkg
PCSB00265	EU	BreakQuest: Extra Evolution	http://zeus.dl.playstation.net/cdn/EP4101/PCSB00265_00/QimJBmFPUFQGMQEJEIDETgumcSTxIzuZtWBizRVYpKAVxlSPLNlyxgyAZPncFVjK.pkg
PCSB00272	EU	Thomas Was Alone	http://zeus.dl.playstation.net/cdn/EP4395/PCSB00272_00/ylQafnXjmSuEsKmohwMQmlNXDyRlSunYBJzvVogtoolHTBeIRAJfqDGSnmotFOUX.pkg
PCSG00684	JP	KanColle Kai	http://zeus.dl.playstation.net/cdn/JP0117/PCSG00684_00/JP0117-PCSG00684_00-KANCOLLEKAI20162_bg_1_bd3002efbb786d32013e2b9c0c5745e6dc138bd8.pkg
PCSG00563	JP	Persona 4: The Golden (PlayStation Vita the Best)	http://zeus.dl.playstation.net/cdn/JP0005/PCSG00563_00/JP0005-PCSG00563_00-PERSONA4GOLDEN01_bg_1_058b4725abec7eaee6310260cfe1b2f4b89ab279.pkg
PCSB00184	EU	Burn the Rope	http://zeus.dl.playstation.net/cdn/EP4271/PCSB00184_00/RsaOabDiWMvhCzrSkjoNNhugAgYCtjuttdUAecNCmIsfqPkzinZVIkqFQFGvxrwY.pkg?product=0085&country=za
PCSB00273	EU	Fruit Ninja	http://zeus.dl.playstation.net/cdn/EP4249/PCSB00273_00/bqGZlaJhppRdLNrpEAfcmjanWxmPRXoSAfMhByCWdRbVvlhYeiYpfLYMLnmZxUyE.pkg?product=0085&country=za
PCSA00126	US	God of War Collection	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00126_00/gqhlCrNaBmLERhXWcbphzQCCpUfwWEXPRdBZCFyveydmhbwvQhHnPCauJuVWAOnUcrcRfhIfbkELwWuiNpqyrspmAkIfcwsGqwLQq.pkg
PCSD00014	JP	Flickr	http://zeus.dl.playstation.net/cdn/HP9010/PCSD00014_00/OARIlIvRuEghgZtIlZNuWGzcmBUeEZscKjYlKgUOsFdPNwjHxGXzBTQxOjhwKknFNzNcnEVzMVqOzsxccnTtSxMbloCIgusAaxvld.pkg
PCSD00015	JP/TW	Wake-up Club	http://zeus.dl.playstation.net/cdn/HP9010/PCSD00015_00/pLbEIIoGxXlGdjhjZonstPwhhtublwiuOWtOZYftdMWpJKSUeOWhUAoMOEGSpQNgdxslDyXduYMJUjWoxMNMJeLiRjRwYKVXtCQFm.pkg
PCSD00031	JP/TW	YouTube	http://zeus.dl.playstation.net/cdn/HP9010/PCSD00031_00/lrjiKazEzTfDURgwAcaLZsoccnVdVFhSHbCWvNfpINDMfbpEBHAkFRURIyvJzsbNYpomtiTDYJtLkbsTCldYAmgHLWlRABHfCzlKM.pkg
PCSE00803	US	DYNASTY WARRIORS 8 Empires Free Alliances Version	http://zeus.dl.playstation.net/cdn/UP4108/PCSE00803_00/UP4108-PCSE00803_00-DW8EMP0000000000_bg_1_4a281fa94f55e8db96ded42d44268f87a88e8767.pkg
PCSD00037	JP	TORO's Friendly Network	http://zeus.dl.playstation.net/cdn/HP9000/PCSD00037_00/vifTwHpYEgzSFyreNPdiBembeDdgXQudpMKJBBqVHkHDbSpusXfbltBoRZkyRgzQqCoqXwmelaKohfgowNegXIFZFibRDpDnDtnqA.pkg
PCSA00490	US	Run Sackboy! Run!	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00490_00/UP9000-PCSA00490_00-1234567891234567_bg_1_fdebaf43cce0348778b6a62501aa6f30c85ab78a.pkg
PCSI00013	US	Playstation™Now	http://zeus.dl.playstation.net/cdn/IP9100/PCSI00013_00/hCJmHpTyJUTuZYYDEbLzFAocxvNRjXKHWWfWtrLftXmgVrsclpLlOBZpJjefqUel.pkg
PCSE00007	US	Asphalt: Injection	http://zeus.dl.playstation.net/cdn/UP0001/PCSE00007_00/TRVKxSuNkucKZiGgHBAgYyPvYYOPhSGdQQlEtcVJfLngdEhiJTdsNKNTWhrNxQCCSMgkbnXEyMmXkusolujYKFXwgAMkYNKexqrmZ.pkg
PCSE00653	US	Hatoful Boyfriend	http://zeus.dl.playstation.net/cdn/UP3643/PCSE00653_00/UP3643-PCSE00653_00-HATOFULBOYFNDPSV_bg_1_888d91163e6b41924eeeef24de8a9f8af8164bd5.pkg
PCSG00557	JP	Nights of Azure / Yoru no Nai Kuni	http://zeus.dl.playstation.net/cdn/JP0106/PCSG00557_00/JP0106-PCSG00557_00-DARK000MASTER000_bg_1_dfc290fc7f952178bd489345ac60d314022d57d9.pkg
PCSE00250	US	LEGO Marvel Super Heroes	http://zeus.dl.playstation.net/cdn/UP1018/PCSE00250_00/odYGKqmTsdIsceGlriEBFqVkAmArXQTYLfqqwkHOSwsaHddnNXYUYrmFkcyOVbwX.pkg
PCSF00612	EU	Fat Princess: Piece of Cake	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00612_00/EP9000-PCSF00612_00-FATPRINCESSPOC00_bg_1_43b3196aeb5694349f0298571bbc87072fb6d30c.pkg
PCSE00402	US	Hotline Miami 2 Wrong Number	http://zeus.dl.playstation.net/cdn/UP3643/PCSE00402_00/UP3643-PCSE00402_00-HOTLINEMIAMI2000_bg_1_9427b6f726bb51a5ec1850902b772122638bf613.pkg
PCSE00595	US	J-STARS Victory VS+	MISSING
PCSF00153	EU	Playstation All Stars: Battle Royale	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00153_00/XiFtzRuIEfgZfsbjrHswbxtsXFRawwzqAomjKewLyFSDwiVkfRLzloRixPeOhrUjwAOdjxDiNCCGPLgbjXnGZafRJXRvwsTidSJqr.pkg
PCSF00178	EU	Soul Sacrifice	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00178_00/poCRRuXqdLgjIamQzxPZolnHDhFyDWSabTidVqyQLzSbATvEfWmyFrqezVHEKGTAfSMldEuVMgoIiocvOpgjAlEYXeLmuCRNvytsj.pkg
PCSF00191	EU	Ratchet and Clank: Qforce	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00191_00/CyEXeafyrzVOFoBuJBOCcSKCNDVglkXqYnkEIMFyotALlcpVCLBsTHJUSZBDevcJ.pkg
PCSB00302	EU	Velocity®Ultra	http://ares.dl.playstation.net/cdn/EP4143/PCSB00302_00/hHRfaQcrLsVIzyJzbgjvfifljSvDJvFjMBDebHKfktEFahEPljCRInttMWQVVjYP.pkg
PCSB00304	EU	LEGO - Legends of Chima Lavals Journey	http://zeus.dl.playstation.net/cdn/EP1018/PCSB00304_00/XLAKHojkuGAcDrMfBzLsjbmnidPXyFCSIdDMxIlbVFqHRIBdiwGFuNnuKelERIbJ.pkg
PCSB00305	EU	Superfrog HD	http://zeus.dl.playstation.net/cdn/EP4064/PCSB00305_00/GBRXuYLXiwCcCIYXXsFcXmcoUasvoUfLAioZixHXFFhhEBKHFMITpKSuamDixrvK.pkg
PCSB00047	EU	Touch my Katamari	http://zeus.dl.playstation.net/cdn/EP0700/PCSB00047_00/lUTgwQlAazHzLFFDSwMJUkkygLyLWVWwjQgEwBRbmwayEFNlGQMeDgNYuEQDDVaK.pkg?product=0085&country=za
PCSB00061	EU	Lumines: Electronic Symphony	http://zeus.dl.playstation.net/cdn/EP0001/PCSB00061_00/wcfCcaQpAebIWzeggFFIxBExVXYJtTWtICZALebydtvCfPmuUiHKPXKSvcmNtIZF.pkg?product=0085&country=za
PCSB00125	EU	LEGO - Lord of the Rings	http://zeus.dl.playstation.net/cdn/EP1018/PCSB00125_00/vWHoSTzujqMsClKDboloEjgajgNutZkZInTqhNyOuGOAJLnOIKRXkkLEnzOrKeXV.pkg?product=0085&country=za
PCSB00367	EU	MS. Germinator	http://zeus.dl.playstation.net/cdn/EP4073/PCSB00367_00/WRqjEMRpkUHVTYcUUqJgZBdKQvGeaWqoLCRSwslPYGGHRyySfKvUqRQRafDdRBqn.pkg?product=0085&country=za
PCSB00421	EU	Furmins	http://zeus.dl.playstation.net/cdn/EP4101/PCSB00421_00/OzKAlfoDJChelIAZjYJVVgcrPYOsdCQGDEzwrpWOMRfKvIbOnNBRoCBYJWTJgpOu.pkg
PCSB00439	EU	Surge Deluxe	http://zeus.dl.playstation.net/cdn/EP4143/PCSB00439_00/auoKBYderYYxjLfPrDLyJkYPRxMdrfPxGHUASfiOHZTfUPrSIwVIieFMwGIrtYRO.pkg?product=0085&country=za
PCSB00616	EU	Metrico	http://ares.dl.playstation.net/cdn/EP2116/PCSB00616_00/MdwDjewfCaCCmYVAVpMmiMaSDHQGNcTzjQdTRUnxhEevXFrAoGDmaGpzxjJatyHQ.pkg?product=0085&country=za
PCSF00034	EU	Unit 13	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00034_00/bqyYZUSoDKotuvhrbEHblOIKQLEjxsWJVODdVHxDtQhpxnMnnTiFpMdibdgpuXMt.pkg?product=0085&country=za
PCSF00248	EU	Jak and Daxter Trilogy : The Precursor Legacy	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00248_00/RBVSejXITslavbTwqtlDWKheDRRPZIGnEwGmRKxRVHJUKazrtVepAANFNFBlNZWK.pkg?product=0085&country=za
PCSF00249	EU	Jak and Daxter Trilogy : Jak 2 - Renegade	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00249_00/cqisQgGkyAjJuqBueTCTEYIXFnHzCPsRRlhWrwiLKBlEqHLnpmCdWujrmnKJbFeM.pkg?product=0085&country=za
PCSF00250	EU	Jak and Daxter Trilogy : Jak 3	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00250_00/RxXUbKQbcaYEepMfZrdLvkQKUfWoLofRsQPYMLlyEoDFLgJZJylvHsKBcNfEywTI.pkg?product=0085&country=za
PCSB00038	EU	Urban Trial Freestyle	http://zeus.dl.playstation.net/cdn/EP4385/PCSB00038_00/yfMvEghDPHuLuMunEzTTtpmxgAulhqTFBkBPPXlCbfXNNBnoUHjRWfayghccThBQ.pkg?product=0085&country=za
PCSB00097	EU	Ninja Gaiden Sigma Plus	http://zeus.dl.playstation.net/cdn/EP4108/PCSB00097_00/ZLaBViMIDAaYEMRrIQrulgILrLRZOYhdGCnncKqsLHPUMKHjhkfPFULkNrBWrlMG.pkg?product=0085&country=za
PCSB00144	EU	Streetfighter X Tekken	http://zeus.dl.playstation.net/cdn/EP0102/PCSB00144_00/wZgRqNJKEJbNEWdGXqDHkjBpgvNujShcesAAImTmuHjbAYigsRfMjrkBcudatnTm.pkg?product=0085&country=za
PCSF00010	EU	Hustle Kings	http://ares.dl.playstation.net/cdn/EP9000/PCSF00010_00/JoyrLsEByrZeYtVYLWgRWxPSILYLUVVIGfbsiEIuOXPjTbgLxjwywfoBiVPjrUpy.pkg?product=0085&country=za
PCSF00076	EU	Sound Shapes	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00076_00/UoaYbDvjtYWcRyuzAcCpfLsKaxacQUYbSoNuaXYkcKvPrXqnPSCiZYUjfqkXjriF.pkg?product=0085&country=za
PCSF00092	EU	Ecolibrium™	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00092_00/pRXXogdXdrpmIlRbikUvJDxcYIsbyBLRCVlxQYJjHmfoUsUpLDrFawqixUyGMJDD.pkg
PCSF00093	EU	When Vikings Attack!	http://ares.dl.playstation.net/cdn/EP9000/PCSF00093_00/EnqbqZWRxzxCfEHNtCeMwfkBTvNuetPwkkmeQvVQaPLHqMYpKpcxglKEUQdszfQtiwegXTsbCuBcIFdxBcQRuNnmPdwnrWwywRbCs.pkg
PCSF00137	EU	Mal-Center	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00137_00/SWCCzlJOARzadFVbsQrXDNFoSRQybCWUrphlmkPjHpNGnBVUcHHHAfqYyRWVVKed.pkg
PCSE00802	US	SUPER STAR WARS	http://zeus.dl.playstation.net/cdn/UP1082/PCSE00802_00/UP1082-PCSE00802_00-SUPERSTARWARSVIT_bg_1_2fad4e0ba8077f2ed49767cea562db1df0961c2c.pkg
PCSE00589	US	Severed	http://zeus.dl.playstation.net/cdn/UP2045/PCSE00589_00/UP2045-PCSE00589_00-SEVERED000000000_bg_1_416b0bb5ec5ae9988d01b1fa95370b4eeb8a57eb.pkg
PCSA00144	US	Tearaway	http://ares.dl.playstation.net/cdn/UP9000/PCSA00144_00/YvEsMLXOZCDQLvDnTvvhdRHJCKIKRKwuvdvcAPMlQmQFfIvqGbAIrnbgHcsUESnt.pkg
PCSE00815	US	Claire: Extended Cut	http://zeus.dl.playstation.net/cdn/UP0312/PCSE00815_00/UP0312-PCSE00815_00-CLAIREEXTENDEDCU_bg_1_10343c710b03799d835d2334dda4a6ba89e46c64.pkg
PCSE00677	US	BlazBlue: Chrono Phantasma EXTEND	http://zeus.dl.playstation.net/cdn/UP1024/PCSE00677_00/UP1024-PCSE00677_00-BBCPPSV000001000_bg_1_1506078005a062682902981189df79b937a0af1e.pkg
PCSG00219	JP	Final Fantasy X HD Remaster	http://zeus.dl.playstation.net/cdn/JP0082/PCSG00219_00/KIrhjAJXMswYeTkdLRRVWIWrslmAEMxNdZZXYZHqtXzxVUdPjJsFRWrtMROmSHWYdUgePcNUQqphZtTQPqJUVmSgfjLFAdKKzviqj.pkg
PCSG00220	JP	Final Fantasy X-2 HD Remaster	http://zeus.dl.playstation.net/cdn/JP0082/PCSG00220_00/yFadqXOURulOQQrzMhGLRbgbUspTyACohbKFtrVHxKvCfzUrIzDygmOxSfBpLbBFTuajMPibOQhQhGSrQVqqofeGLznsfNBrMgoiQ.pkg
PCSG00707	EU	Octodad The Deadliest Catch	MISSING
PCSH00098	AS	Hyperdevotion Noire Goddess Black Heart	MISSING
PCSH00069	AS	Hyperdimension Neptunia Producing Perfection	MISSING
PCSH00078	AS	"Hyperdimension Neptunia Re;Birth1"	MISSING
PCSH00097	AS	"Hyperdimension Neptunia Re;Birth2 Sisters Generation"	MISSING
PCSH00140	AS	"Hyperdimension Neptunia Re;Birth3 V Century"	MISSING
PCSH00107	AS	Hyperdimension Neptunia U Action Unleashed	MISSING
PCSH00213	AS/KO	MegaTagmension Blanc + Neptune VS Zombies	MISSING
PCSH00236	AS/CN	MegaTagmension Blanc + Neptune VS Zombies	MISSING
PCSH00252	AS	Superdimension Neptune VS Sega Hard Girls	MISSING
PCSH00297	AS	Ys VIII - Lacrimosa of Dana	MISSING
PCSF00427	EU	Dead Nation	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00427_00/gvqiIzGQfDokeuYxPHcqzWUIzlxYbOjESISeGkzDumVguvmpbuoCktpLtqOZUFnp.pkg
PCSB00499	EU	Deception IV - Blood Ties	MISSING
PCSB00041	EU	Dungeon Hunter Alliance	http://zeus.dl.playstation.net/cdn/EP0001/PCSB00041_00/AmfomuvUzSOIgbjfVoEIsNtmEEPhkuqfzDiVXkKxhyrsTKhlBvqajkxJRsTonzJF.pkg
PCSB00170	EU	FIFA 13	MISSING
PCSB00339	EU	FIFA 14	http://zeus.dl.playstation.net/cdn/EP0006/PCSB00339_00/mBoHKNgrRqTZRhyKBtGHAanAlSGhjOSJzWkltJnAMoWnoUqoHISrPAtPBJmDputl.pkg
PCSB00051	EU	FIFA Football	MISSING
PCSF00465	EU	Helldivers	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00465_00/EP9000-PCSF00465_00-HELLDIVERSSCEE00_bg_1_d39af229f40ad60691ac86ea87626264c8042c9e.pkg
PCSB00515	EU	Hyperdimension Neptunia Producing Perfection	MISSING
PCSB00751	EU	"Hyperdimension Neptunia Re;Birth3 V Generation"	http://zeus.dl.playstation.net/cdn/EP0031/PCSB00751_00/EP0031-PCSB00751_00-NEPTUNEREBIRTH03_bg_1_98678d1b2e3405ebafed3a88e95b221c9eed64a9.pkg
PCSB00713	EU	J-STARS Victory VS+	http://zeus.dl.playstation.net/cdn/EP0700/PCSB00713_00/EP0700-PCSB00713_00-WJ45JSVVSPSV0000_bg_1_a5805ecdb8b45a6f1523220545327765984e1b52.pkg
PCSB00071	EU	Michael Jackson The Experience HD	MISSING
PCSF00002	EU	ModNation Racers Roadtrip	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00002_00/YjOczWFPxJEFIGjzZAZeKzNbYrKraRIfMXHHMcGAMQZFuttZlPweLMFohABmhDIM.pkg
PCSF00531	EU	No Heroes Allowed No Puzzles Either!	http://ares.dl.playstation.net/cdn/EP9000/PCSF00531_00/AEfHlLejCgOSxcglCkDlKXOSvohfUUGmyefygJImFCHAyBARWZMoCytLWazLAHBa.pkg
PCSB00717	EU	One Piece - Pirate Warriors 3	MISSING
PCSB00048	EU	Ridge Racer	MISSING
PCSB00161	EU	Sine Mora	http://ares.dl.playstation.net/cdn/EP4175/PCSB00161_00/rxHzpcadZEaoIeFoGocMIChLNAxgzRDguwriloOYcxxoteqnWyJWheUEVMilhomd.pkg
PCSB00166	EU	SpyHunter	MISSING
PCSB00977	EU	Superdimension Neptune VS Sega Hard Girls	MISSING
PCSB00866	EU	The Legend of Heroes - Trails of Cold Steel	MISSING
PCSB00574	EU	Toukiden Kiwami	MISSING
PCSB00204	EU	WRC 3 - FIA World Rally Championship	MISSING
PCSB00762	EU	WRC 5	MISSING
PCSG00461	JP	Airship Q	http://zeus.dl.playstation.net/cdn/JP0178/PCSG00461_00/JP0178-PCSG00461_00-1000000000000000_bg_1_f87e885ef5ef9f6f7bd4b8df19b7da41b1a22b2a.pkg
PCSG00234	JP	Hyperdevotion Noire Goddess Black Heart	MISSING
